model,modality,severity,route,driving_score,route_completion,infraction_penalty,status,town,num_infractions,seconds
ref0,lidar,1.0,27515.xml,100.0,100,1.0,Completed,Town03,18,786.6
ref0,lidar,1.0,27532.xml,100.0,100,1.0,Completed,Town11,19,358.6
ref0,lidar,1.0,27582.xml,60.0,100,0.6,Completed,Town11,20,357.5
ref0,lidar,1.0,28035.xml,70.0,100,0.7,Completed,Town01,20,377.4
ref0,lidar,1.0,28154.xml,100.0,100,1.0,Completed,Town10HD,20,599.3
ref0,camera,1.0,10857.xml,,,,NoResult,,,195.8
ref0,camera,1.0,11715.xml,70.0,100,0.7,Completed,Town12,20,433.2
ref0,camera,1.0,11755.xml,70.0,100,0.7,Completed,Town12,18,699.8
ref0,camera,1.0,14194.xml,100.0,100,1.0,Completed,Town12,20,551.2
ref0,camera,1.0,23901.xml,77.65444,100,0.776544,Completed,Town13,21,602.8
ref0,camera,1.0,24071.xml,100.0,100,1.0,Completed,Town13,21,341.6
ref0,camera,1.0,24092.xml,96.020018,100,0.9602,Completed,Town13,21,441.3
ref0,camera,1.0,24224.xml,50.0,100,0.5,Completed,Town02,21,389.8
ref0,camera,1.0,24258.xml,94.001539,100,0.940015,Completed,Town07,20,395.6
ref0,camera,1.0,24294.xml,50.0,100,0.5,Completed,Town02,20,304.6
ref0,camera,1.0,24340.xml,30.831447,100,0.308314,Completed,Town10HD,22,416.6
ref0,camera,1.0,24795.xml,100.0,100,1.0,Completed,Town04,20,392.1
ref0,camera,1.0,24841.xml,100.0,100,1.0,Completed,Town01,20,393.1
ref0,camera,1.0,25300.xml,36.0,100,0.36,Completed,Town04,21,550.9
ref0,camera,1.0,25439.xml,100.0,100,1.0,Completed,Town15,18,466.3
ref0,camera,1.0,25845.xml,21.6,100,0.216,Completed,Town15,22,539.0
ref0,camera,1.0,25854.xml,,,,NoResult,,,2700.1
ref0,camera,1.0,25857.xml,21.6,100,0.216,Completed,Town05,21,828.5
ref0,camera,1.0,25928.xml,60.0,100,0.6,Completed,Town11,19,333.3
ref0,camera,1.0,25951.xml,,,,NoResult,,,2700.5
ref0,camera,1.0,25968.xml,47.026974,100,0.47027,Completed,Town07,21,225.3
ref0,camera,1.0,26405.xml,60.0,100,0.6,Completed,Town15,19,336.9
ref0,camera,1.0,26406.xml,21.6,100,0.216,Completed,Town04,23,587.1
ref0,camera,1.0,26456.xml,100.0,100,1.0,Completed,Town03,20,415.1
ref0,camera,1.0,26956.xml,60.0,100,0.6,Completed,Town05,21,326.3
ref0,camera,1.0,27515.xml,28.71415,100,0.287141,Completed,Town03,21,305.5
ref0,camera,1.0,27532.xml,31.535385,55.94,0.563736,Failed - Agent got blocked,Town11,12,968.2
ref0,camera,1.0,27582.xml,100.0,100,1.0,Completed,Town11,19,370.5
ref0,camera,1.0,28035.xml,,,,NoResult,,,2700.7
ref0,camera,1.0,28154.xml,36.0,100,0.36,Completed,Town10HD,22,684.9
